logged_at_utc,floor_id,channel_id,source,timestamp,entry_id,temp_c,hum_pct,pir_a,pir_b,pir_c,sound_d,sound_a,gas_a,gas_d,firmware_rule_state,ml_predicted_state,ml_confidence,final_state,virtual_outputs_json,thingspeak_fields_json
2026-04-08T09:04:28.676102+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:04:44.669584+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:05:00.635250+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:05:16.557816+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:05:32.473241+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:05:48.436281+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:06:04.382233+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:06:20.362935+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:06:36.231438+00:00,,,thingspeak,2026-04-08T09:00:08Z,166,36.0,80.0,1,0,1,0,0.0,0.0,0,EVACUATE,SAFE,0.9234776179497797,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""36.00"",""field2"":""80.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""0""}"
2026-04-08T09:43:44.799880+00:00,,,manual,,,34.0,60.0,0,0,1,0,300.0,200.0,0,CAUTION,EVACUATE,0.9999739596362031,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""34.00"",""field2"":""60.00"",""field3"":""0"",""field4"":""0"",""field5"":""1"",""field6"":""300"",""field7"":""1"",""field8"":""200""}"
2026-04-09T05:17:13.593639+00:00,,,thingspeak,2026-04-09T04:22:17Z,187,1.0,25.0,1,0,1,0,0.0,1.0,0,EVACUATE,SAFE,0.5032215281675431,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""1.00"",""field2"":""25.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""1""}"
2026-04-09T05:17:29.472201+00:00,,,thingspeak,2026-04-09T04:22:17Z,187,1.0,25.0,1,0,1,0,0.0,1.0,0,EVACUATE,SAFE,0.5032215281675431,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""1.00"",""field2"":""25.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""1""}"
2026-04-09T05:17:45.411336+00:00,,,thingspeak,2026-04-09T04:22:17Z,187,1.0,25.0,1,0,1,0,0.0,1.0,0,EVACUATE,SAFE,0.5032215281675431,EVACUATE,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""continuous"",""speaker_on"":1,""evacuation_signal"":1}","{""field1"":""1.00"",""field2"":""25.00"",""field3"":""1"",""field4"":""0"",""field5"":""1"",""field6"":""0"",""field7"":""2"",""field8"":""1""}"
2026-04-09T05:18:01.312304+00:00,,,thingspeak,2026-04-09T05:17:45Z,188,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:18:17.166137+00:00,,,thingspeak,2026-04-09T05:17:45Z,188,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:18:33.070482+00:00,,,thingspeak,2026-04-09T05:18:15Z,189,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:18:49.008922+00:00,,,thingspeak,2026-04-09T05:18:15Z,189,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:19:04.911834+00:00,,,thingspeak,2026-04-09T05:18:45Z,190,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:19:20.830742+00:00,,,thingspeak,2026-04-09T05:19:00Z,191,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:19:36.768049+00:00,,,thingspeak,2026-04-09T05:19:16Z,192,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:19:52.642101+00:00,,,thingspeak,2026-04-09T05:19:32Z,193,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:20:08.549848+00:00,,,thingspeak,2026-04-09T05:19:32Z,193,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:20:24.452075+00:00,,,thingspeak,2026-04-09T05:20:02Z,194,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:20:40.328063+00:00,,,thingspeak,2026-04-09T05:20:19Z,195,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:20:56.272263+00:00,,,thingspeak,2026-04-09T05:20:35Z,196,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:21:12.167819+00:00,,,thingspeak,2026-04-09T05:20:35Z,196,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:21:28.106646+00:00,,,thingspeak,2026-04-09T05:21:04Z,197,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:21:44.045999+00:00,,,thingspeak,2026-04-09T05:21:19Z,198,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:22:00.017285+00:00,,,thingspeak,2026-04-09T05:21:37Z,199,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:22:15.905635+00:00,,,thingspeak,2026-04-09T05:22:06Z,200,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:22:31.815430+00:00,,,thingspeak,2026-04-09T05:22:22Z,201,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:22:47.705039+00:00,,,thingspeak,2026-04-09T05:22:22Z,201,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:23:03.777737+00:00,,,thingspeak,2026-04-09T05:22:52Z,202,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:23:19.717890+00:00,,,thingspeak,2026-04-09T05:22:52Z,202,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:23:35.607140+00:00,,,thingspeak,2026-04-09T05:23:22Z,203,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:23:51.477285+00:00,,,thingspeak,2026-04-09T05:23:38Z,204,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:24:07.418431+00:00,,,thingspeak,2026-04-09T05:23:53Z,205,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:24:23.345368+00:00,,,thingspeak,2026-04-09T05:24:09Z,206,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:24:39.264865+00:00,,,thingspeak,2026-04-09T05:24:09Z,206,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:24:55.177033+00:00,,,thingspeak,2026-04-09T05:24:38Z,207,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:25:11.130262+00:00,,,thingspeak,2026-04-09T05:24:38Z,207,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:25:27.050313+00:00,,,thingspeak,2026-04-09T05:25:06Z,208,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:25:42.962906+00:00,,,thingspeak,2026-04-09T05:25:34Z,209,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:25:58.844726+00:00,,,thingspeak,2026-04-09T05:25:34Z,209,1.0,41.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""41.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:43:27.415120+00:00,0,3333445,thingspeak,2026-04-09T05:41:13Z,4,0.0,39.0,1,0,0,0,0.0,1.0,0,CAUTION,SAFE,0.5174022296443277,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""0.00"",""field2"":""39.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""1""}"
2026-04-09T05:43:28.416248+00:00,1,3328061,thingspeak,2026-04-09T05:43:06Z,221,1.0,33.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5206322392713162,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""1.00"",""field2"":""33.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:43:29.338818+00:00,2,3333277,thingspeak,2026-04-09T05:25:47Z,63,2.0,0.0,1,0,0,0,0.0,0.0,0,CAUTION,SAFE,0.5248136696978112,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""2.00"",""field2"":""0.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""0""}"
2026-04-09T05:43:45.320437+00:00,0,3333445,thingspeak,2026-04-09T05:41:13Z,4,0.0,39.0,1,0,0,0,0.0,1.0,0,CAUTION,SAFE,0.5174022296443277,CAUTION,"{""red_led"":1,""green_led"":0,""buzzer_mode"":""intermittent"",""speaker_on"":1,""evacuation_signal"":0}","{""field1"":""0.00"",""field2"":""39.00"",""field3"":""1"",""field4"":""0"",""field5"":""0"",""field6"":""0"",""field7"":""1"",""field8"":""1""}"
